countryyearcode,SLE,countrycode,countryname,year,,region,regionname,incomelevel,incomelevelname,GRxGincSC2022,GRxGincSC2021,GDP per capita (constant 2015 US$),GRpcUNUWIDER 2022,GRpc UNU WIDER,Pop total,"Population ages 00-04, female","Population ages 00-04, male",Pop<5,"Population ages 15-19, female","Population ages 20-24, female","Population ages 25-29, female","Population ages 30-34, female","Population ages 35-39, female","Population ages 40-44, female","Population ages 45-49, female",Female Pop15-49,"Mortality rate, infant (per 1,000 live births)",INFANT SURVIVAL ,Number of infants surviving to 1yr,"Birth rate, crude (per 1,000 people)",Number of births,"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal survival per 100,000 live births",Maternal survival rate %,"Mortality rate, under-5 (per 1,000 live births)",U5 survival rate (per 1000 live births),U5 survival %,Number of children surviving to five ,Number of maternal deaths,Number of under-five deaths,"School life expectancy, primary and secondary, both sexes (years)",School percent,People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed sanitation services (% of population),"Immunization, DPT (% of children ages 12-23 months)",Control of Corruption: Estimate,Government Effectiveness: Estimate,Political Stability and Absence of Violence/Terrorism: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,Voice and Accountability: Estimate,Out of school: Primary school,Out of school: Lower school,Out of school: Upper school,In school: Primary school,In school: Lower school,In school: Upper school
AZE1983,0,AZE,Azerbaijan,1983,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,,,0,6452067,365619,384180,749799,384411,373880,287141,191552,120252,145717,188474,1691427,84.1,915.9,154236.5971,26.1,168398.9487,,,,107.1,892.9,89.29,150363.4213,,,10.070354,59.237376473999994,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1984,0,AZE,Azerbaijan,1984,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,,,0,6557581,377281,396133,773414,375110,383626,304261,209919,129882,127049,194164,1724011,82.3,917.7,160075.9294,26.6,174431.6546,,,,104.5,895.5,89.55,156203.5467,,,10.163736,59.786682356,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1985,0,AZE,Azerbaijan,1985,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,,,0,6666447,390479,409604,800083,365873,388388,320712,228654,140939,115528,191297,1751391,80.6,919.4,163034.8945,26.6,177327.4902,,,,102.1,897.9,89.79,159222.3535,,,10.257118,60.335988238,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1986,10.3505,AZE,Azerbaijan,1986,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,,,0,6778631,406883,428457,835340,352961,388065,336603,247246,154190,110175,180898,1770138,79.1,920.9,172291.3795,27.6,187090.2156,,,,99.9,900.1,90.01,168399.9031,,,10.3505,60.88529412,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1987,0,AZE,Azerbaijan,1987,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,,,0,6893486,423075,445504,868579,341518,381117,352187,264856,169979,110951,163214,1783822,77.8,922.2,170372.2308,26.8,184745.4248,,,,98.1,901.9,90.19,166621.8986,,19312,10.2769,60.45235294333333,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1988,0,AZE,Azerbaijan,1988,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,,,0,7010027,438003,460413,898416,332953,368581,366161,281391,187771,116638,142477,1795972,76.7,923.3,170870.2493,26.4,185064.7128,,,,96.5,903.5,90.35,167205.968,,19377,10.2033,60.019411766666664,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1989,10.1297,AZE,Azerbaijan,1989,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,,,0,7126877,449946,472263,922209,327428,353768,375961,297425,206565,125318,124815,1811280,76,924,173850.1868,26.4,188149.5528,,,,95.5,904.5,90.45,170181.2705,,19413,10.1297,59.58647059,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1990,9.8591,AZE,Azerbaijan,1990,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,2820.741,,0,7175200,453711,476125,929836,321209,336890,375934,310468,223275,134726,112701,1815203,75.7,924.3,171769.7676,25.9,185837.68,,,,95,905,90.5,168183.1004,,19394,9.8591,57.99470588,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1991,9.76252,AZE,Azerbaijan,1991,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,2763.977,,0,7271300,462025,483976,946001,319959,329788,373075,324825,238982,146568,105831,1839028,75.8,924.2,178755.6032,26.6,193416.58,,,,95.2,904.8,90.48,175003.3216,,19297,9.76252,57.42658824,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1992,9.7759,AZE,Azerbaijan,1992,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,2107.223,,0,7382050,461974,484237,946211,320718,326329,366154,340810,254629,161442,105163,1875245,76.1,923.9,171870.9551,25.2,186027.66,,,,95.6,904.4,90.44,168243.4157,,19068,9.7759,57.50529412,,,,,58,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1993,9.6918,AZE,Azerbaijan,1993,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,1596.077,,0,7494800,454973,478146,933119,323188,325058,356580,355925,270192,178198,109534,1918675,76.2,923.8,164091.6009,23.7,177626.76,,,,95.7,904.3,90.43,160627.8791,,18608,9.6918,57.01058824,,,,,66,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1994,9.47259,AZE,Azerbaijan,1994,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.135318477,0.135318477,1264.483,171.1079134,171.1079134,7596550,443249,467691,910940,327229,324173,346992,366674,285830,195341,117005,1963244,75.9,924.1,150227.3977,21.4,162566.17,,,,95.2,904.8,90.48,147089.8706,,17909,9.47259,55.72111765,,,,,69,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1995,9.31644,AZE,Azerbaijan,1995,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.179966729,0.179966729,1102.459,198.4059402,198.4059402,7684850,428952,455011,883963,333040,323125,339363,371412,301628,212076,126375,2007019,75,925,134350.3901,18.9,145243.665,,,,93.9,906.1,90.61,131605.2849,,16967,9.31644,54.80258824,,,,,74,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1996,9.03454,AZE,Azerbaijan,1996,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.137702343,0.137702343,1105.548,152.2365495,152.2365495,7763000,408484,436852,845336,341129,323095,333956,371392,317905,228625,138005,2054107,73.4,926.6,119407.0503,16.6,128865.8,,,,91.7,908.3,90.83,117048.8061,,15825,9.03454,53.14435294,,,,,74,-1.445619,-0.9163896,-0.8276529,-1.196309,-1.201162,-1.121031,NaN,NaN,NaN,NaN,NaN,NaN
AZE1997,8.96539,AZE,Azerbaijan,1997,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.191576947,0.191576947,1158.441,221.9305906,221.9305906,7838250,387942,418891,806833,351101,324128,330523,366236,334760,244700,152126,2103574,71.1,928.9,122319.9671,16.8,131682.6,,,,88.4,911.6,91.16,120041.8582,,14548,8.96539,52.73758824,,,,,70,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE1998,0,AZE,Azerbaijan,1998,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.202898551,0.202898551,1262.248,256.1082899,256.1082899,7913000,368287,401983,770270,362992,326701,328651,358107,350490,260700,168008,2155649,68.1,931.9,115773.7578,15.7,124234.1,,,,84.4,915.6,91.56,113748.742,,13227,9.09175238095238,53.480896362857145,,,,,73,-1.300265,-0.9765213,-0.7009264,-0.9756591,-1.139705,-1.022841,NaN,NaN,NaN,NaN,NaN,NaN
AZE1999,0,AZE,Azerbaijan,1999,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.181456954,0.181456954,1343.809,243.8434874,243.8434874,7982750,350020,386463,736483,376289,331078,327317,349835,362192,277015,184564,2208290,64.7,935.3,109754.1113,14.7,117346.425,,,,79.6,920.4,92.04,108005.6496,,11931,9.218114761904761,54.22420448571429,,,,,75,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AZE2000,0,AZE,Azerbaijan,2000,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.207503179,0.207503179,1480.757,307.2617853,307.2617853,8048600,333403,372635,706038,390391,337482,326251,343254,368372,293722,201158,2260630,60.9,939.1,109597.3838,14.5,116704.7,47,"99,953",99.95,74.4,925.6,92.56,108021.8703,66,10741,9.344477142857142,54.96751260857143,73.5885,57.8436,62.2763,18.6668,76,-1.300618,-1.005987,-0.8301941,-0.9318838,-1.14998,-0.906229,0.09,0.08,0.06,0.91,0.92,0.94
AZE2001,0,AZE,Azerbaijan,2001,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.185665914,0.185665914,1614.792,299.811833,299.811833,8111200,312094,354858,666952,406027,344955,324860,336443,368574,310884,218743,2310486,57.2,942.8,104002.4553,13.6,110312.32,44,"99,956",99.96,69.3,930.7,93.07,102667.6762,61,9713,9.470839523809524,55.71082073142857,74.7917,59.6074,64.1751,19.5967,77,,,,,,,0.09,0.08,0.05,0.91,0.92,0.95
AZE2002,0,AZE,Azerbaijan,2002,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.271152895,0.271197625,1754.074,475.6222425,475.7007021,8171950,300110,344730,644840,421821,354465,323968,330676,362738,327498,235518,2356684,53.5,946.5,104419.1341,13.5,110321.325,43,"99,957",99.96,64.3,935.7,93.57,103227.6638,58,8829,9.597201904761905,56.45412885428571,76.0027,61.3978,66.066,20.5235,76,-1.179272,-0.9290094,-1.193173,-0.7069774,-0.908657,-0.9812882,0.08,0.09,0.05,0.92,0.91,0.95
AZE2003,0,AZE,Azerbaijan,2003,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.266685323,0.266685323,1918.544,511.6475254,511.6475254,8234100,294899,340315,635214,436540,366426,324347,326249,353343,342171,251895,2400971,50.1,949.9,107937.6879,13.8,113630.58,44,"99,956",99.96,59.7,940.3,94.03,106846.8344,60,8102,9.723564285714286,57.19743697714286,77.2221,63.2155,67.9494,21.4468,77,-1.007087,-0.7668569,-0.9486656,-0.5656479,-0.8365198,-1.044705,0.07,0.09,0.05,0.93,0.91,0.95
AZE2004,0,AZE,Azerbaijan,2004,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.268229777,0.268229777,2077.812,557.3310499,557.3310499,8306500,293184,339173,632357,448918,381050,327425,323258,344117,353139,268753,2446660,47,953,125074.2931,15.8,131242.7,39,"99,961",99.96,55.6,944.4,94.44,123945.6059,53,7524,9.849926666666667,57.9407451,78.4492,65.0596,69.8252,22.3668,77,-1.163042,-0.7424284,-1.061107,-0.5902202,-0.8747746,-1.056702,0.07,0.09,0.05,0.93,0.91,0.95
AZE2005,0,AZE,Azerbaijan,2005,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.250099816,0.250099816,2631.759,658.2024425,658.2024425,8391850,292637,339453,632090,457861,397749,334122,321593,337123,359364,286307,2494119,44.1,955.9,135567.9031,16.9,141822.265,42,"99,958",99.96,51.9,948.1,94.81,134461.6894,57,7060,9.976289047619048,58.684053222857145,79.6838,66.9295,72.2781,23.121,75,-1.04491,-0.7294372,-1.127512,-0.5777211,-0.7917499,-1.124164,0.06,0.09,0.06,0.94,0.91,0.94
AZE2006,0,AZE,Azerbaijan,2006,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.279953057,0.279953057,3501.042,980.1274094,980.1274094,8484550,299507,346338,645845,461573,414555,343433,320409,330974,360054,303241,2534239,41.5,958.5,143130.9647,17.6,149328.08,35,"99,965",99.97,48.6,951.4,95.14,142070.7353,50,6714,10.102651428571429,59.42736134571429,80.9259,68.8251,74.7457,23.683,78,-1.089759,-0.6535253,-1.094162,-0.5232428,-0.8850427,-1.279161,0.07,0.09,0.06,0.93,0.91,0.94
AZE2007,0,AZE,Azerbaijan,2007,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.282324319,0.282324319,4326.961,1221.606316,1221.606316,8581300,303489,350860,654349,461099,432156,356465,320498,326748,356054,320513,2573533,39.1,960.9,145950.1497,17.7,151889.01,34,"99,966",99.97,45.5,954.5,95.45,144978.06,49,6448,10.22901380952381,60.17066946857143,82.1758,70.7466,77.2282,24.1867,79,-1.122895,-0.7891765,-0.6255671,-0.4590306,-0.87931,-1.233397,0.07,0.09,0.06,0.93,0.91,0.94
AZE2008,0,AZE,Azerbaijan,2008,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.483992326,0.511129822,4692.912,2271.333396,2398.687273,8763400,308961,357717,666678,460288,452935,376203,325315,327143,352268,339502,2633654,36.8,963.2,146871.7797,17.4,152483.16,32,"99,968",99.97,42.7,957.3,95.73,145972.1291,49,6246,10.35537619047619,60.913977591428576,83.4325,72.6929,79.7253,24.3974,81,-1.148548,-0.7735335,-0.3334748,-0.354921,-0.8324519,-1.325132,0.08,0.08,0.06,0.92,0.92,0.94
AZE2009,0,AZE,Azerbaijan,2009,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.403572833,0.403572833,5023.791,2027.465566,2027.465566,8947243,316453,366827,683280,454512,470272,397906,332661,328094,347628,354510,2685583,34.7,965.3,146825.1524,17,152103.131,32,"99,968",99.97,39.9,960.1,96.01,146034.2161,50,6074,10.48173857142857,61.65728571428571,84.6965,74.6639,82.2372,24.5082,81,-1.188454,-0.6581194,-0.2759402,-0.3080575,-0.8799943,-1.259756,0.08,0.08,0.06,0.92,0.92,0.94
AZE2010,0,AZE,Azerbaijan,2010,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.456446485,0.456446485,5215.021,2380.378006,2380.378006,9054332,326102,377848,703950,440574,478219,416480,340444,326361,340874,360813,2703765,32.5,967.5,160309.2116,18.3,165694.2756,31,"99,969",99.97,37.3,962.7,96.27,159513.8791,51,5908,10.608100952380951,62.40059383714286,85.9711,76.6651,84.7653,24.6081,81,-1.244144,-0.8069345,-0.2385469,-0.3723761,-0.8930393,-1.304588,0.08,0.08,0.05,0.92,0.92,0.95
AZE2011,0,AZE,Azerbaijan,2011,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.447083445,0.447083445,5152.657,2303.667644,2303.667644,9173082,341421,395077,736498,423394,479593,433149,351947,325860,335707,362670,2712320,30.5,969.5,170751.4176,19.2,176123.1744,30,"99,970",99.97,34.9,965.1,96.51,169976.4756,51,5728,10.734463333333332,63.14390196,87.2552,78.695,87.309,24.6972,87,-1.178846,-0.7651436,-0.532136,-0.3719663,-0.8936627,-1.301848,0.07,0.09,0.05,0.93,0.91,0.95
AZE2012,0,AZE,Azerbaijan,2012,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.398801695,0.398801695,5194.738,2071.67032,2071.67032,9295784,358802,415001,773803,403150,476084,449089,366382,326034,331793,359301,2711833,28.5,971.5,169780.0581,18.8,174760.7392,29,"99,971",99.97,32.5,967.5,96.75,169081.0152,51,5513,10.860825714285713,63.887210082857145,88.5481,80.467,89.8679,24.7753,89,-1.126805,-0.7827144,-0.7157518,-0.4555908,-0.8344684,-1.299482,0.06,0.09,0.04,0.94,0.91,0.96
AZE2013,0,AZE,Azerbaijan,2013,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.391581589,0.391581589,5425.905,2124.684501,2124.684501,9416801,376830,435619,812449,381296,467816,462768,382636,327552,328852,352255,2703175,26.7,973.3,167726.3152,18.3,172327.4583,28,"99,972",99.97,30.3,969.7,96.97,167105.9363,50,5257,10.987188095238094,64.63051820571428,89.8489,81.9602,92.4417,24.8419,93,-0.9665772,-0.4752991,-0.4128599,-0.4083123,-0.7239093,-1.402769,0.04,0.09,0.04,0.96,0.91,0.96
AZE2014,0,AZE,Azerbaijan,2014,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.388907717,0.388907717,5505.988,2141.321222,2141.321222,9535079,392135,452697,844832,360378,455766,472699,399483,331821,326568,344519,2691234,24.9,975.1,166428.034,17.9,170677.9141,28,"99,972",99.97,28.2,971.8,97.18,165864.7969,49,4964,11.113550476190476,65.37382632857143,91.1567,83.4703,94.342,24.7167,94,-1.018758,-0.3642464,-0.5599095,-0.2771416,-0.6723402,-1.479178,0.03,0.09,0.04,0.97,0.91,0.96
AZE2015,0,AZE,Azerbaijan,2015,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.337329901,0.337329901,5500.311,1855.419363,1855.419363,9649341,402551,463512,866063,342120,440755,477955,415952,339613,324846,338045,2679286,23.3,976.7,162101.5953,17.2,165968.6652,27,"99,973",99.97,26.3,973.7,97.37,161603.6893,48,4646,11.239912857142857,66.11713445142857,92.4203,84.9957,96.1196,24.5233,96,-0.9300975,-0.2576264,-0.7295656,-0.2547193,-0.6737632,-1.552387,0.03,0.08,0.05,0.97,0.92,0.95
AZE2016,0,AZE,Azerbaijan,2016,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.349199835,0.349199835,5270.553,1840.476235,1840.476235,9757812,414768,476604,891372,326437,422521,478168,431479,350139,323413,331914,2664071,21.8,978.2,155584.9947,16.3,159052.3356,26,"99,974",99.97,24.5,975.5,97.55,155155.5534,46,4304,11.366275238095238,66.86044257428571,93.1836,85.6938,96.1218,23.6574,97,-0.8383624,-0.165814,-0.8038791,-0.2820228,-0.5200193,-1.561036,0.03,0.06,0.04,0.97,0.94,0.96
AZE2017,0,AZE,Azerbaijan,2017,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.341991527,0.341991527,5229.526,1788.45358,1788.45358,9854033,415652,475052,890704,313989,401628,473886,446556,363814,322932,327327,2650132,20.3,979.7,140948.3435,14.6,143868.8818,26,"99,974",99.97,22.8,977.2,97.72,140588.6713,44,3955,11.492637619047619,67.60375069714286,93.9416,86.389,96.1241,22.788,95,-0.8853079,-0.1726412,-0.7479199,-0.2449824,-0.5575179,-1.563684,0.04,0.05,0.04,0.96,0.95,0.96
AZE2018,11.619,AZE,Azerbaijan,2018,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.385868751,0.385868751,5262.184,2030.512367,2030.512367,9939771,408391,463199,871590,304713,379511,465259,459722,379562,324074,324003,2636844,19.2,980.8,136484.9836,14,139156.794,,,,21.5,978.5,97.85,136164.9229,,3649,11.619,68.34705882,94.6939,87.0811,96.1265,21.9151,95,-0.8364836,-0.158052,-0.7067598,-0.1973939,-0.587534,-1.511334,0.06,0.03,0.04,0.94,0.97,0.96
AZE2019,11.5974,AZE,Azerbaijan,2019,1000,ECS,Europe and Central Asia,UMC,Upper middle income,0.391363437,0.39239358,5348.265,2093.11537,2098.62485,10024283,398202,448186,846388,298425,358507,453033,469331,396021,328077,321486,2624880,18.2,981.8,138769.9588,14.1,141342.3903,,,,20.4,979.6,97.96,138459.0055,,3362,11.5974,68.22,95.4137,87.7441,96.129,21.0392,94,-0.8379928,-0.1401703,-0.6859124,-0.2269891,-0.5771515,-1.529508,0.07,0.02,0.03,0.93,0.98,0.97
AZE2020,0,AZE,Azerbaijan,2020,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,0,5083.382,,0,10093121,387730,433919,821649,294489,339609,437131,473494,411407,335019,319037,2610186,17.3,982.7,123981.3751,12.5,126164.0125,,,,19.4,980.6,98.06,123716.4307,,3103,,,96.0434,88.3228,,,79,-1.048197,-0.1702325,-0.7252154,-0.3147717,-0.6910434,-1.545741,0.09,0.02,0.02,0.91,0.98,0.98
AZE2021,,AZE,Azerbaijan,2021,1000,ECS,Europe and Central Asia,UMC,Upper middle income,,,5340.49,,,10145212,369197,409897,779094,293680,323772,418763,473392,426483,345190,317437,2598717,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.09,0.03,0.01,0.91,0.97,0.99
BDI1980,1.73691,BDI,Burundi,1980,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,371.0652,0,,4157296,392675,390200,782875,229369,208334,172388,117087,96349,83268,72464,979259,132.9,867.1,183981.3415,51.038,212180.0732,,,,224.9,775.1,77.51,164460.7748,,44854,1.73691,10.21711765,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1981,1.89924,BDI,Burundi,1981,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,405.5441,0,,4266520,412491,410651,823142,231278,210966,179054,123916,97276,84159,73385,1000034,127,873,190997.4534,51.279,218782.8791,,,,214.3,785.7,78.57,171897.7081,,44041,1.89924,11.172,,,,,36,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1982,2.185,BDI,Burundi,1982,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,390.8993,0,,4379727,429491,428145,857636,233818,213556,184674,132839,98132,85211,74347,1022577,121,879,198125.0796,51.464,225398.2703,,,,203.6,796.4,79.64,179507.1825,,43135,2.185,12.85294118,,,,,33,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1983,2.60567,BDI,Burundi,1983,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,394.8021,0,,4497544,444913,444234,889147,236657,216124,189391,142815,99543,86271,75319,1046120,115.2,884.8,205338.4296,51.6,232073.2704,,,,192.9,807.1,80.71,187306.3365,,42153,2.60567,15.32747059,,,,,44,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1984,2.93375,BDI,Burundi,1984,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,384.8441,0,,4621096,460146,460560,920706,239455,218705,193590,152331,102447,87206,76264,1069998,110.1,889.9,212507.9037,51.676,238799.7569,,,,183.3,816.7,81.67,195027.7615,,41319,2.93375,17.25735294,,,,,26,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1985,3.24353,BDI,Burundi,1985,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,418.4433,0,,4750832,476185,478207,954392,242151,221328,197573,160511,107339,88061,77144,1094107,106.2,893.8,219405.9925,51.67,245475.4894,,,,176.1,823.9,82.39,202247.2557,,40933,3.24353,19.07958824,,,,,36,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1986,3.53724,BDI,Burundi,1986,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,420.0272,0,,4886745,493211,496194,989405,244599,223430,200956,166811,113298,88495,77426,1115015,103.6,896.4,225848.696,51.558,251950.7987,,,,171.3,828.7,82.87,208791.6269,,40982,3.53724,20.80729412,,,,,55,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1987,4.00127,BDI,Burundi,1987,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,430.7657,0,,5027143,508646,512791,1021437,246942,225851,204030,172303,121049,88728,77742,1136645,102.3,897.7,231613.8356,51.323,258008.0602,,,,168.7,831.3,83.13,214482.1004,,41468,4.00127,23.53688235,,,,,68,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1988,4.51299,BDI,Burundi,1988,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,440.0463,0,,5168703,522476,527649,1050125,249573,228520,206774,177271,129738,89337,78088,1159301,101.9,898.1,236561.5819,50.961,263402.2736,,,,168.1,831.9,83.19,219124.3514,,42313,4.51299,26.547,,,,,51,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1989,4.42788,BDI,Burundi,1989,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,434.357,0,,5307069,534587,540230,1074817,253364,231163,209323,182003,138141,91234,78382,1183610,102.3,897.7,240470.7661,50.475,267874.3078,,,,168.8,831.2,83.12,222657.1246,,43393,4.42788,26.04635294,,,,,82,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1990,4.48239,BDI,Burundi,1990,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,438.6573,0,,5438959,545577,550959,1096536,258934,233485,211811,186502,145560,94913,78549,1209754,103,897,243283.5592,49.866,271219.1295,,,,170.1,829.9,82.99,225084.7556,,44470,4.48239,26.367,,,,,86,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1991,4.63204,BDI,Burundi,1991,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,450.151,0,,5564923,561396,568019,1129415,264012,230361,209873,187641,151519,100330,78604,1222340,103.7,896.3,245082.5301,49.136,273438.0565,,,,171.3,828.7,82.87,226598.1174,,45367,4.63204,27.24729412,,,,,83,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1992,4.45424,BDI,Burundi,1992,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,445.049,0,,5685569,571796,578571,1150367,272833,227446,207736,187626,156316,107407,78499,1237863,104.2,895.8,246074.7069,48.315,274698.2662,,,,172.4,827.6,82.76,227340.2851,,46059,4.45424,26.20141176,,,,,80,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1993,4.74124,BDI,Burundi,1993,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,409.1825,0,,5798054,577881,584262,1162143,284699,225474,205124,186409,159748,115186,78719,1255359,109.3,890.7,245005.9872,47.442,275071.2779,,,,193.8,806.2,80.62,221762.4642,,52320,4.74124,27.88964706,,,,,63,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1994,0,BDI,Burundi,1994,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,386.7793,0,,5898964,580587,586658,1167245,298307,225577,201783,184049,161700,122257,80035,1273708,104.4,895.6,245955.2865,46.555,274626.269,,,,172.7,827.3,82.73,227198.3124,,46342,4.70208125,27.65930147125,,,,,48,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1995,0,BDI,Burundi,1995,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,350.9068,0,,5987044,580772,586916,1167688,312704,228629,197912,180709,162150,127738,82837,1292679,104,896,245163.4169,45.702,273619.8849,,,,172,828,82.8,226557.2647,,46168,4.6629225000000005,27.428955882500002,,,,,73,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1996,0,BDI,Burundi,1996,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,318.9419,0,,6060110,580821,584625,1165446,322558,232565,195360,177505,161089,130781,85950,1305808,103.1,896.9,244186.8565,44.926,272256.5019,,,,170.1,829.9,82.99,225945.6709,,45645,4.62376375,27.19861029375,,,,,73,-0.6806349,-1.662423,-2.113897,-1.641465,-1.41612,-1.549572,NaN,NaN,NaN,NaN,NaN,NaN
BDI1997,0,BDI,Burundi,1997,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,310.6911,0,,6122130,577257,579798,1157055,333271,238084,192041,174464,158802,132685,90152,1319499,101.7,898.3,243358.7895,44.251,270910.3746,,,,167.5,832.5,83.25,225532.8869,,44922,4.584605,26.968264705000003,,,,,74,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
BDI1998,0,BDI,Burundi,1998,1000,SSF,Sub-Saharan Africa,LIC,Low income,,,322.1114,0,,6185564,572847,574809,1147656,345820,245228,188845,171960,155763,133813,94824,1336253,99.7,900.3,243337.0494,43.696,270284.4045,,,,163.8,836.2,83.62,226011.8191,,43953,4.54544625,26.73791911625,,,,,65,-0.7793186,-1.581981,-2.293345,-1.544064,-1.226023,-1.442878,NaN,NaN,NaN,NaN,NaN,NaN
